,barrio,barrio-href,zona,ciudad,lat,lon
974,Chacras de la Trinidad,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=741&country=Chacras%20de%20la%20Trinidad,Buenos Aires - Sur,Cañuelas,-34.886966 , -58.504478
975,Private Vineyard,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=957&country=Private%20Vineyard,Prov. Mendoza,San Rafael,,
976,River Oaks,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=381&country=River%20Oaks,Buenos Aires - Norte,Maschwitz,-34.359411 , -58.771270
977,Ayres Chico,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=276&country=Ayres%20Chico,Buenos Aires - Norte,San Fernando,-34.484296 , -58.572845
978,El Lago,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=299&country=El%20Lago,Buenos Aires - Norte,Bella Vista,-34.559038 , -58.725920
979,El Salvaje,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1103&country=El%20Salvaje,Buenos Aires - Costa Atlantica,Villa Gesell,-37.372613 , -57.086533
980,Barrio Parque Del viso,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=278&country=Barrio%20Parque%20Del%20viso,Buenos Aires - Norte,Pilar,-34.441966 , -58.790576
981,El Establo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=448&country=El%20Establo,Buenos Aires - Norte,Pilar,-34.418301 , -58.805895
982,Campos de Cañuelas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=802&country=Campos%20de%20Ca%C3%B1uelas,Buenos Aires - Sur,Cañuelas,-35.157083 , -59.034196
983,Viñas del Torreon,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=916&country=Vi%C3%B1as%20del%20Torreon,Prov. Mendoza,Maipu,,
984,Acacias Blancas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=47&country=Acacias%20Blancas,Buenos Aires - Norte,Maschwitz,-34.403931 , -58.75501
985,Altos del Cumelen,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=505&country=Altos%20del%20Cumelen,Prov. Neuquen,Villa la Angostura,-40.776056 , -71.606568
986,"San Eliseo Country, Go","http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1&country=San%20Eliseo%20Country,%20Golf,%20Hotel%20y%20Spa",Buenos Aires - Sur,San Vicente,-34.996676 , -58.459883
987,Lagos de Canning II,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1138&country=Lagos%20de%20Canning%20II,Buenos Aires - Sur,Canning,-34.881514 , -58.48187
988,Colonia de Chacras,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=422&country=Colonia%20de%20Chacras,Buenos Aires - Norte,Cardales,-34.205890 , -58.934111
989,Chacras del Rincón,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=816&country=Chacras%20del%20Rinc%C3%B3n,Prov. Santa Fe,Santa Fé,-32.477659 , -60.853635
990,Chacras Al Sur,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=970&country=Chacras%20Al%20Sur,Buenos Aires - Sur,Ezeiza,,
991,Casagrande,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=796&country=Casagrande,Prov. San Juan,San Juan,-31.52303 , -68.519511
992,Yuspe Ronald,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=704&country=Yuspe%20Ronald,Prov. Cordoba,Cosquin,-31.266668 , -64.476665
993,Village Las Lomas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=420&country=Village%20Las%20Lomas,Buenos Aires - Norte,San Isidro,-34.502093 , -58.516820
994,Faro Belen club de mar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1119&country=Faro%20Belen%20club%20de%20mar,Prov. Rio Negro,Las Grutas,-41.132609 , -63.83267
995,Fincas de Iraola II,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=199&country=Fincas%20de%20Iraola%20II,Buenos Aires - Sur,Berazategui,-34.824190 , -58.170600
996,Paso de Piedra,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=601&country=Paso%20de%20Piedra,Prov. Cordoba,Córdoba,,
997,Laguna del Rosario,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=727&country=Laguna%20del%20Rosario,Prov. Santa Fe,Roldán,-32.906738 , -60.903988
998,Soñado Rafael,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=919&country=So%C3%B1ado%20Rafael,Prov. Mendoza,San Rafael,-34.585731 , -68.585117
999,Larena,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=143&country=Larena,Buenos Aires - Norte,Pilar,-34.390435 , -59.020368
1000,Los Abedules,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=346&country=Los%20Abedules,Buenos Aires - Norte,Malvinas Argentinas,-34.420896 , -58.703868
1001,La Palmera,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1117&country=La%20Palmera,Buenos Aires - Norte,Olivos,,
1002,Club de Campo Pueyrred,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=442&country=Club%20de%20Campo%20Pueyrredon,Buenos Aires - Norte,Pilar,-34.464330 , -58.824633
1003,Campos de Victoria,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1083&country=Campos%20de%20Victoria,Buenos Aires - Sur,Canning,,
1004,Campo Daromy,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=183&country=Campo%20Daromy,Buenos Aires - Sur,San Vicente,-35.003463 , -58.402220
1005,Lomas de Fatima,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=344&country=Lomas%20de%20Fatima,Buenos Aires - Norte,Pilar,-34.439825 , -58.984538
1006,Laderas Ski y Golf Res,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1087&country=Laderas%20Ski%20y%20Golf%20Resort,Prov. Rio Negro,El Bolsón,-41.771568 , -71.551895
1007,Haras del Sur 1,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=15&country=Haras%20del%20Sur%201,Buenos Aires - Sur,Brandsen,-35.123475 , -58.050145
1008,La Herradura,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=687&country=La%20Herradura,Prov. Cordoba,Villa Allende,-31.30003 , -64.30014
1009,Palos Verdes,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=725&country=Palos%20Verdes,Prov. Santa Fe,Rosario,-32.90185 , -60.724773
1010,Los Alcanfores,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=348&country=Los%20Alcanfores,Buenos Aires - Norte,Pilar,-34.452358 , -58.942981
1011,Buenos Aires Golf,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=441&country=Buenos%20Aires%20Golf,Buenos Aires - Norte,Bella Vista,-34.589766 , -58.700333
1012,La Cecilia,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=246&country=La%20Cecilia,Buenos Aires - Oeste,Lujan,-34.524685 , -59.122480
1013,Ayres Plaza,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1011&country=Ayres%20Plaza,Buenos Aires - Norte,Pilar,-34.438044 , -58.839226
1014,Mi Campo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=797&country=Mi%20Campo,Prov. San Juan,San Juan,-30.32101 , -69.220983
1015,Lagos de Canning,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1028&country=Lagos%20de%20Canning,Buenos Aires - Sur,Canning,-34.874529 , -58.5072
1016,Estancia Miralejos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=512&country=Estancia%20Miralejos,Prov. Neuquen,Lago Lacar,-40.152386 , -71.502611
1017,El Pato Verde,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=302&country=El%20Pato%20Verde,Buenos Aires - Norte,San Miguel,-34.555325 , -58.727806
1018,La Mora,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=879&country=La%20Mora,Buenos Aires - Norte,Tigre,-34.422828 , -58.589148
1019,Hindu,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=140&country=Hindu,Buenos Aires - Norte,Don Torcuato,-34.489271 , -58.639096
1020,San Lorenzo de los Zar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1098&country=San%20Lorenzo%20de%20los%20Zarzos,Prov. Salta,San Lorenzo,,
1021,Santa Cecilia,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1151&country=Santa%20Cecilia,Prov. Misiones,Posadas,,
1022,Keoken,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=683&country=Keoken,Prov. Cordoba,Córdoba,-31.356015 , -64.550183
1023,Club Privado el Ombu,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=19&country=Club%20Privado%20el%20Ombu,Buenos Aires - Norte,Tristan Suarez,-34.889205 , -58.57589
1024,Condominio Tortugas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=55&country=Condominio%20Tortugas,Buenos Aires - Norte,Pilar,-34.439246 , -58.737783
1025,Villa Puelo Ranch,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=938&country=Villa%20Puelo%20Ranch,Prov. Chubut,Lago Puelo,-42.034315 , -71.588581
1026,Campos de Canuelas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=184&country=Campos%20de%20Canuelas,Buenos Aires - Sur,Cañuelas,-35.037731 , -58.755071
1027,Altos del Casco,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=613&country=Altos%20del%20Casco,Buenos Aires - Norte,Zarate,-34.138293 , -59.069195
1028,Maria Eugenia Residenc,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1169&country=Maria%20Eugenia%20Residences%20y%20Village,Buenos Aires - Oeste,Moreno,-34.638377 , -58.764601
1029,San Alfonso 4,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=740&country=San%20Alfonso%204,Prov. Cordoba,Villa Allende,-31.301026 , -64.290491
1030,Pilaris,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1164&country=Pilaris,Buenos Aires - Norte,Pilar,-34.424364 , -58.889284
1031,Dunamar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=832&country=Dunamar,Buenos Aires - Costa Atlantica,Tres Arroyos,-38.859521 , -60.085021
1032,La Serena,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=825&country=La%20Serena,Buenos Aires - Norte,Pilar,,
1033,Pinar del Sol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=624&country=Pinar%20del%20Sol,Prov. Rio Negro,Bariloche,-41.123163 , -71.24002
1034,La Masia,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=325&country=La%20Masia,Buenos Aires - Norte,Pilar,-34.439525 , -58.887753
1035,Altos del Valle,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=585&country=Altos%20del%20Valle,Prov. Mendoza,San Rafael,-32.539398 , -69.337763
1036,Lomas de Petion,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1041&country=Lomas%20de%20Petion,Buenos Aires - Sur,Cañuelas,-34.970418 , -58.672418
1037,Maschwitz Privado,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=94&country=Maschwitz%20Privado,Buenos Aires - Norte,Maschwitz,-34.386956 , -58.768718
1038,Barrancas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=535&country=Barrancas,Prov. Cordoba,Córdoba,-31.374421 , -64.239998
1039,Costa Patagonia,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=509&country=Costa%20Patagonia,Prov. Rio Negro,Las Grutas,-40.75651 , -64.909015
1040,Ayres Vila,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=110&country=Ayres%20Vila,Buenos Aires - Norte,Pilar,-34.435665 , -58.792391
1041,El Recodo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=165&country=El%20Recodo,Buenos Aires - Norte,Pilar,-34.418511 , -58.75656
1042,La Casona,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=803&country=La%20Casona,Buenos Aires - Sur,Cañuelas,-35.106131 , -58.73502
1043,Casa Pueblo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=886&country=Casa%20Pueblo,Prov. San Juan,San Juan,,
1044,Drysdale,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=294&country=Drysdale,Buenos Aires - Norte,Vicente Lopez,-34.522488 , -58.534351
1045,Isla del Este,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=313&country=Isla%20del%20Este,Buenos Aires - Norte,Delta,-34.369363 , -58.490661
1046,El Talar de Pacheco,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=306&country=El%20Talar%20de%20Pacheco,Buenos Aires - Norte,Pacheco,-34.454895 , -58.618743
1047,Campo Azul,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=9&country=Campo%20Azul,Buenos Aires - Sur,Esteba Echeverria,-34.920236 , -58.488806
1048,La Magdalena,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=8&country=La%20Magdalena,Buenos Aires - Sur,Canning,-34.917785 , -58.47491
1049,Princess,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=469&country=Princess,Buenos Aires - Norte,Pilar,-34.434741 , -58.769388
1050,Altos de Manzanares,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=49&country=Altos%20de%20Manzanares,Buenos Aires - Norte,Pilar,-34.441783 , -58.990545
1051,Lagos de Aldea,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=726&country=Lagos%20de%20Aldea,Prov. Santa Fe,Rosario,-32.87353 , -60.751865
1052,San Pablo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1124&country=San%20Pablo,Buenos Aires - Norte,Pilar,,
1053,Patacon,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=370&country=Patacon,Buenos Aires - Norte,Pilar,-34.451988 , -58.890091
1054,San Isidro Chico,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=389&country=San%20Isidro%20Chico,Buenos Aires - Norte,San Isidro,-34.452751 , -58.507938
1055,La Quebrada,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=494&country=La%20Quebrada,Buenos Aires - Norte,Pilar,-34.436281 , -58.834366
1056,Las Mercedes,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=869&country=Las%20Mercedes,Buenos Aires - Norte,Pilar,-34.442383 , -58.918041
1057,Acquavista,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1127&country=Acquavista,Prov. Cordoba,Malagüeño,-31.438256 , -64.324316
1058,Bahia del Sol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=128&country=Bahia%20del%20Sol,Buenos Aires - Norte,San Isidro,-34.436195 , -58.538306
1059,El Caburé Club de Cam,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=943&country=El%20Cabur%C3%A9%20Club%20de%20Campo,Prov. Santa Fe,Olveros,,
1060,Cumbres del Golf,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=545&country=Cumbres%20del%20Golf,Prov. Cordoba,Villa Allende,-31.274856 , -64.308405
1061,La Mata,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1100&country=La%20Mata,Buenos Aires - Sur,Tandil,,
1062,Country Las Victorias,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=929&country=Country%20Las%20Victorias,Prov. Tucuman,Tucuman,,
1063,El Rodal,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=101&country=El%20Rodal,Buenos Aires - Sur,Ezeiza,-34.841718 , -58.489765
1064,Aguadas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=717&country=Aguadas,Prov. Santa Fe,Santa Fé,-32.923635 , -60.823733
1065,Sotavento,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1157&country=Sotavento,Buenos Aires - Sur,Canning,-34.890053 , -58.511704
1066,Noregon,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=646&country=Noregon,Prov. Neuquen,Neuquén,-40.085891 , -71.290218
1067,Benavídez Greens,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=872&country=Benav%C3%ADdez%20Greens,Buenos Aires - Norte,Benavidez,-34.423144 , -58.712081
1068,Mirasoles de Monte Gra,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=107&country=Mirasoles%20de%20Monte%20Grande,Buenos Aires - Sur,Monte Grande,-34.80271 , -58.48596
1069,Club de Campo Bella Vi,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=621&country=Club%20de%20Campo%20Bella%20Vista,Prov. Chubut,Lago Puelo,-42.05467 , -71.588671
1070,Pehuen,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=258&country=Pehuen,Buenos Aires - Oeste,Lujan,-34.559925 , -59.038591
1071,Palmares,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=659&country=Palmares,Prov. Mendoza,Chacras de Coria,-32.952011 , -68.85489
1072,Miraflores,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=463&country=Miraflores,Buenos Aires - Norte,Pilar,-34.451751 , -58.7248
1073,Country del Jockey Clu,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=531&country=Country%20del%20Jockey%20Club,Prov. Cordoba,Córdoba,-31.467451 , -64.16932
1074,San Ignacio,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1032&country=San%20Ignacio,Buenos Aires - Norte,Junin,-34.619986 , -60.955950
