,barrio,barrio-href,zona,ciudad,lat,lon
485,Terrazas del Golf,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=241&country=Terrazas%20del%20Golf,Buenos Aires - Oeste,San Antonio de Padua,-34.655690 , -58.688653
486,San Miguel de Ghiso,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=157&country=San%20Miguel%20de%20Ghiso,Buenos Aires - Norte,San Miguel,-34.568931 , -58.705600
487,San Alfonso 3,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=739&country=San%20Alfonso%203,Prov. Cordoba,Villa Allende,-31.309565 , -64.287073
488,Altos del Corral,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=527&country=Altos%20del%20Corral,Prov. Cordoba,Valle de Calamuchita,-31.904638 , -64.587123
489,La Horqueta de Echever,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=204&country=La%20Horqueta%20de%20Echeverria,Buenos Aires - Sur,Canning,-34.959221 , -58.474718
490,La Vicentica Country C,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1175&country=La%20Vicentica%20Country%20Club,Buenos Aires - Sur,San Vicente,-35.052795 , -58.423757
491,La Elisa,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=203&country=La%20Elisa,Buenos Aires - Sur,Villa Elisa,-34.904785 , -58.059660
492,Country Los Molles,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=526&country=Country%20Los%20Molles,Prov. Cordoba,Villa General Belgrano,-31.935691 , -64.521401
493,La Arboleda,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=69&country=La%20Arboleda,Buenos Aires - Norte,Maschwitz,-34.401263 , -58.728005
494,Haras del Sur 2,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=16&country=Haras%20del%20Sur%202,Buenos Aires - Sur,Brandsen,-35.150106 , -58.040130
495,Solar del Valle,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=586&country=Solar%20del%20Valle,Prov. Mendoza,Valle Grande,-34.822933 , -68.50501
496,Terrazas de Quilmes,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=217&country=Terrazas%20de%20Quilmes,Buenos Aires - Sur,Quilmes,-34.783398 , -58.152036
497,Santo Domingo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=783&country=Santo%20Domingo,Buenos Aires - Sur,Canning,34.971923 , 58.971261
498,El Naudir Delta,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1156&country=El%20Naudir%20Delta,Buenos Aires - Norte,Escobar,-34.317766 , -58.743694
499,Alpa Sumaj,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=937&country=Alpa%20Sumaj,Prov. Tucuman,Tucuman,,
500,Miraflores,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=813&country=Miraflores,Prov. Santa Fe,Funes,,
501,Los Zarzos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=732&country=Los%20Zarzos,Prov. Salta,San Lorenzo,-24.75209 , -65.468836
502,Rocio del Talar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=876&country=Rocio%20del%20Talar,Buenos Aires - Norte,Tigre,,
503,Terrazas al Golf,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1009&country=Terrazas%20al%20Golf,Buenos Aires - Costa Atlantica,Pinamar,-37.090793 , -56.852241
504,La Canada de Pilar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=435&country=La%20Canada%20de%20Pilar,Buenos Aires - Norte,Pilar,-34.457216 , -58.900481
505,Dos Lunas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=714&country=Dos%20Lunas,Prov. Cordoba,Valle de Ongamira,-30.757956 , -64.420828
506,Terrazas del Lago,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=482&country=Terrazas%20del%20Lago,Buenos Aires - Norte,Pilar,-34.368545 , -58.777241
507,Casa Magna,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=891&country=Casa%20Magna,Prov. Mendoza,San Rafael,,
508,Las Cortaderas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=995&country=Las%20Cortaderas,Buenos Aires - Oeste,Lujan,-34.540253 , -59.540135
509,Dos Lagos Villas y Mar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=808&country=Dos%20Lagos%20Villas%20y%20Marina,Prov. Neuquen,Villa la Angostura,,
510,Cañuelas Village,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1069&country=Ca%C3%B1uelas%20Village,Prov. Cordoba,Córdoba,-31.356473 , -64.156886
511,La Matilda,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1161&country=La%20Matilda,Buenos Aires - Norte,Pilar,-34.457694 , -58.892638
512,El Moro,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=136&country=El%20Moro,Buenos Aires - Oeste,Marcos Paz,-34.808378 , -58.856005
513,View Lake,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1004&country=View%20Lake,Prov. Cordoba,Carlos Paz,,
514,Marinas del Sol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=154&country=Marinas%20del%20Sol,Buenos Aires - Norte,San Isidro,-34.438731 , -58.536148
515,El Torreón,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=915&country=El%20Torre%C3%B3n,Prov. Mendoza,Maipu,,
516,Estancia la casualidad,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=309&country=Estancia%20la%20casualidad,Buenos Aires - Norte,Pilar,-34.458063 , -58.818525
517,Valle Escondido,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=664&country=Valle%20Escondido,Prov. Mendoza,Chacras de Coria,-33.007791 , -68.88702
518,Los Milagros campiña,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1062&country=Los%20Milagros%20campi%C3%B1a%20privada,Prov. Cordoba,Valle de Calamuchita,-32.055713 , -64.558365
519,El Malacate,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=117&country=El%20Malacate,Buenos Aires - Norte,Capilla del Señor,-34.338556 , -59.190000
520,Amarras de Escobar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1116&country=Amarras%20de%20Escobar,Buenos Aires - Norte,Escobar,,
521,La Hoyada de Castellan,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=731&country=La%20Hoyada%20de%20Castellano,Prov. Salta,San Lorenzo,-24.719053 , -65.483515
522,Constancia,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=840&country=Constancia,Buenos Aires - Costa Atlantica,Pinamar,,
523,Villa Olivos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=416&country=Villa%20Olivos,Buenos Aires - Norte,Pilar,-34.438410 , -58.724991
524,Casilda Town,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=992&country=Casilda%20Town,Prov. Santa Fe,Rosario,,
525,Chacras del Valle Nuev,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=798&country=Chacras%20del%20Valle%20Nuevo,Prov. Catamarca,Catamarca,-28.457425 , -65.687016
526,Carolinos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=649&country=Carolinos,Prov. Mendoza,Chacras de Coria,-32.969811 , -68.874633
527,Los Quinchos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=151&country=Los%20Quinchos,Buenos Aires - Norte,Pilar,-34.383635 , -59.002033
528,El Solar de la Capilla,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=167&country=El%20Solar%20de%20la%20Capilla,Buenos Aires - Norte,Capilla del Señor,-34.375925 , -59.052873
529,Amaneceres de Canning,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=179&country=Amaneceres%20de%20Canning,Buenos Aires - Sur,Canning,-34.865411 , -58.492321
530,Altos de San José,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1110&country=Altos%20de%20San%20Jos%C3%A9,Buenos Aires - Norte,San Miguel,-34.558098 , -58.733162
531,San Felipe,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1121&country=San%20Felipe,Buenos Aires - Oeste,Lujan,,
532,El Bosque,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=582&country=El%20Bosque,Prov. Salta,Cafayate,-26.058555 , -65.950036
533,Tierra del Sol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=648&country=Tierra%20del%20Sol,Prov. Neuquen,San Martin de los Andes,-40.233333 , -71.266666
534,Chacras San Andres,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=247&country=Chacras%20San%20Andres,Buenos Aires - Oeste,Lujan,-34.450238 , -59.458058
535,La Aldea,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=729&country=La%20Aldea,Prov. Entre Rios,Colón,-32.340225 , -58.156853
536,Lomas del Golf,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=843&country=Lomas%20del%20Golf,Buenos Aires - Costa Atlantica,Necochea,,
537,Azahares del Paraná,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=912&country=Azahares%20del%20Paran%C3%A1,Prov. Santa Fe,Rosario,,
538,Rincon de la Costa,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=379&country=Rincon%20de%20la%20Costa,Buenos Aires - Norte,Tigre,-34.421481 , -58.604023
539,Tierra de Sueños 2,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=865&country=Tierra%20de%20Sue%C3%B1os%202,Prov. Santa Fe,Rosario,-32.905098 , -60.890020
540,Chacras de Open Door,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=243&country=Chacras%20de%20Open%20Door,Buenos Aires - Oeste,Lujan,-34.488553 , -59.072868
541,Las Cuasarinas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=337&country=Las%20Cuasarinas,Buenos Aires - Norte,San Isidro,-34.485993 , -58.516960
542,Dos Valles Club de Cam,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1038&country=Dos%20Valles%20Club%20de%20Campo,Prov. Rio Negro,Bariloche,-41.177902 , -71.341109
543,La Esperanza Club de C,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=323&country=La%20Esperanza%20Club%20de%20Campo,Buenos Aires - Norte,Pilar,-34.534878 , -58.906485
544,El Lauquen,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=2&country=El%20Lauquen,Buenos Aires - Sur,Canning,-34.934123 , -58.48718
545,La Candelaria,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=319&country=La%20Candelaria,Buenos Aires - Norte,Maschwitz,-34.393131 , -58.737668
546,El Carmencito,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=99&country=El%20Carmencito,Buenos Aires - Sur,Hudson,-34.807905 , -58.173691
547,Isla del Sol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=67&country=Isla%20del%20Sol,Buenos Aires - Norte,Tigre,-34.423246 , -58.590416
548,Lagunas del Limay,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=641&country=Lagunas%20del%20Limay,Prov. Neuquen,Neuquén,-38.959588 , -68.091305
549,Santa María Country y,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1135&country=Santa%20Mar%C3%ADa%20Country%20y%20Golf,Prov. San Luis,Merlo,,
550,Miradores de Manantial,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1067&country=Miradores%20de%20Manantiales,Prov. Cordoba,Córdoba,-31.453382 , -64.238763
551,La Carolina Golf y Cou,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=569&country=La%20Carolina%20Golf%20y%20Country%20Club,Prov. Santa Fe,Rosario,-33.11856 , -60.70486
552,Parque Irizar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=369&country=Parque%20Irizar,Buenos Aires - Norte,Pilar,-34.439296 , -58.905260
553,Santa Silvina,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=404&country=Santa%20Silvina,Buenos Aires - Norte,Pilar,-34.438566 , -58.893143
554,Viejo Algarrobo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=557&country=Viejo%20Algarrobo,Prov. Cordoba,San Carlos,-31.491128 , -64.16798
555,Cerro Azul Country y T,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1024&country=Cerro%20Azul%20Country%20y%20Torres,Prov. Tucuman,Tucuman,,
556,Bella Vista Chico,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=846&country=Bella%20Vista%20Chico,Buenos Aires - Norte,Bella Vista,-34.57233 , -58.681298
557,Estancia La Carolina,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=682&country=Estancia%20La%20Carolina,Prov. Cordoba,Córdoba,-31.434121 , -64.225215
558,Idish Land,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=254&country=Idish%20Land,Buenos Aires - Oeste,General Rodriguez,-34.588056 , -58.935546
559,Country Club El Pinar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=944&country=Country%20Club%20El%20Pinar,Prov. Santa Fe,Santa Fé,-31.619031 , -60.755866
560,Villarobles,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1102&country=Villarobles,Buenos Aires - Costa Atlantica,Pinamar,-36.957197 , -56.774230
561,Terrazas de la Estanzu,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=702&country=Terrazas%20de%20la%20Estanzuela,Prov. Cordoba,Córdoba,-31.352376 , -64.39
562,La Escondida,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=75&country=La%20Escondida,Buenos Aires - Norte,Tigre,-34.425698 , -58.580313
563,Campos de Alvarez,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=223&country=Campos%20de%20Alvarez,Buenos Aires - Oeste,Moreno,-34.621518 , -58.841931
564,Bambu Villages Classic,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1027&country=Bambu%20Villages%20Classic,Buenos Aires - Sur,Canning,-34.858728 , -58.502205
565,Los Jazmines,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=357&country=Los%20Jazmines,Buenos Aires - Norte,Pilar,-34.434400 , -58.825050
566,Country del Jockey,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=749&country=Country%20del%20Jockey,Prov. Tucuman,Tucuman,-26.787633 , -65.276321
567,Mandalay,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=835&country=Mandalay,Buenos Aires - Costa Atlantica,Villa Gesell,,
568,Country el Barranco,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=24&country=Country%20el%20Barranco,Buenos Aires - Norte,Pilar,-34.442976 , -58.754361
569,Los Pasos Barrios del,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=572&country=Los%20Pasos%20Barrios%20del%20Jockey,Prov. Santa Fe,Rosario,-32.93813 , -60.757546
570,Country Club el Venado,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=21&country=Country%20Club%20el%20Venado%202,Buenos Aires - Sur,Ezeiza,-34.869690 , -58.472745
571,La finca del sol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1059&country=La%20finca%20del%20sol,Prov. Cordoba,Villa Allende,-31.251633 , -64.240156
572,Prados de la Adelina,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=730&country=Prados%20de%20la%20Adelina,Prov. Entre Rios,Gualeguaychu,-33.025925 , -58.451598
573,Los Montes Pueblo Card,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1113&country=Los%20Montes%20Pueblo%20Cardon,Buenos Aires - Norte,Pilar,,
574,Portal de Boedo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=660&country=Portal%20de%20Boedo,Prov. Mendoza,Lujan de Cuyo,-32.9869 , -68.838543
575,Main Park,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1088&country=Main%20Park,Buenos Aires - Sur,Canning,-34.867179 , -58.504311
576,Los Boulevares,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=351&country=Los%20Boulevares,Buenos Aires - Norte,Pilar,-34.436663 , -58.752098
577,San Lucas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=982&country=San%20Lucas,Buenos Aires - Sur,San Vicente,-34.971423 , -58.467348
578,El Canton,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=486&country=El%20Canton,Buenos Aires - Norte,Escobar,-34.336683 , -58.739736
579,Las Tejas del Sur,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=895&country=Las%20Tejas%20del%20Sur,Prov. Cordoba,Córdoba,,
580,Los Molles,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=692&country=Los%20Molles,Prov. Cordoba,Villa General Belgrano,-31.991476 , -64.5539
581,San Esteban,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=596&country=San%20Esteban,Prov. Cordoba,Córdoba,-33.174551 , -64.359448
582,Las Lomas de Miramar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=922&country=Las%20Lomas%20de%20Miramar,Buenos Aires - Costa Atlantica,Mar del Plata,,
583,Boating,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=285&country=Boating,Buenos Aires - Norte,San Isidro,-34.452846 , -58.502825
584,San Cirano,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1045&country=San%20Cirano,Buenos Aires - Sur,Canning,-34.9218 , -58.423006
585,Costa Nogal,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=627&country=Costa%20Nogal,Prov. Neuquen,Neuquén,-38.97521 , -68.105523
586,Magallanes,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1143&country=Magallanes,Buenos Aires - Sur,Hudson,,
587,Ecobarrio El Retiro,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1106&country=Ecobarrio%20El%20Retiro,Buenos Aires - Sur,Brandsen,-35.17885 , -58.04917
588,San Marino,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=811&country=San%20Marino,Prov. Santa Fe,Funes,,
589,Lagoon Pilar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1130&country=Lagoon%20Pilar,Buenos Aires - Norte,Pilar,-34.411193 , -58.851061
590,Valle Escondido,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=530&country=Valle%20Escondido,Prov. Cordoba,Villa Warcalde,-31.355183 , -64.319403
591,Ranchos de la Merced,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=941&country=Ranchos%20de%20la%20Merced,Prov. Mendoza,Maipu,,
592,Robles de Maschwitz,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=382&country=Robles%20de%20Maschwitz,Buenos Aires - Norte,Maschwitz,-34.352830 , -58.759001
593,Las Verbenas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1172&country=Las%20Verbenas,Buenos Aires - Sur,Sierra de la Ventana,-38.143157 , -61.796975
594,Pilar Green park,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=372&country=Pilar%20Green%20park,Buenos Aires - Norte,Pilar,-34.423355 , -58.791230
595,Talar del Lago,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=26&country=Talar%20del%20Lago,Buenos Aires - Norte,Tigre,-34.441356 , -58.640603
596,La Reserva,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=515&country=La%20Reserva,Prov. Neuquen,San Martin de los Andes,-40.135215 , -71.29052
597,San Isidro,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=699&country=San%20Isidro,Prov. Cordoba,Córdoba,-31.302605 , -64.241035
598,Haras del Sur 3,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1042&country=Haras%20del%20Sur%203,Buenos Aires - Sur,Brandsen,,
599,La Alameda,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1147&country=La%20Alameda,Buenos Aires - Sur,Canning,-34.917346 , -58.470721
600,San Sebastian,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=398&country=San%20Sebastian,Buenos Aires - Norte,Escobar,-34.335666 , -58.875053
601,Bar Kojba,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=250&country=Bar%20Kojba,Buenos Aires - Oeste,Moreno,-34.622353 , -58.855796
602,Carlos Pellegrini,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=560&country=Carlos%20Pellegrini,Prov. Santa Fe,Rosario,-32.91916 , -60.736698
603,Uribelarrea,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=218&country=Uribelarrea,Buenos Aires - Sur,Cañuelas,-35.051065 , -58.433403
604,Lomas Athletic Club,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1048&country=Lomas%20Athletic%20Club,Buenos Aires - Sur,Ezeiza,-34.836366 , -58.541171
605,Santa Inés,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1052&country=Santa%20In%C3%A9s,Buenos Aires - Sur,Canning,-34.900355 , -58.490523
606,Camile,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=951&country=Camile,Prov. Catamarca,Catamarca,,
607,La Aguada,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=316&country=La%20Aguada,Buenos Aires - Norte,Escobar,-34.434953 , -58.833346
608,La Esperanza,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=828&country=La%20Esperanza,Buenos Aires - Sur,Cañuelas,,
609,Brisas de la Villa,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=522&country=Brisas%20de%20la%20Villa,Prov. Cordoba,Villa General Belgrano,-31.976665 , -64.583345
610,Santa Teresa,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=501&country=Santa%20Teresa,Buenos Aires - Norte,Tigre,-34.371601 , -58.704376
611,Nordelta,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=10&country=Nordelta,Buenos Aires - Norte,Tigre,-34.434208 , -58.638335
612,Haras del Sur 4,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1128&country=Haras%20del%20Sur%204,Buenos Aires - Sur,Brandsen,-35.122155 , -58.063087
613,La Rotonda,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=333&country=La%20Rotonda,Buenos Aires - Norte,San Isidro,-34.488006 , -58.553936
614,La Soñada,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=606&country=La%20So%C3%B1ada,Prov. Entre Rios,Concepción del Uruguay,-32.468996 , -58.271636
615,Altos de Adrogue,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1029&country=Altos%20de%20Adrogue,Buenos Aires - Sur,Adrogue,-34.801503 , -58.391748
616,Los Platanos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=88&country=Los%20Platanos,Buenos Aires - Oeste,Moreno,-34.567755 , -58.72075
617,San Alfonso del Talar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1065&country=San%20Alfonso%20del%20Talar,Prov. Cordoba,Mendiolaza,-31.255468 , -64.300031
618,Barrio Parque Matheu,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=280&country=Barrio%20Parque%20Matheu,Buenos Aires - Norte,Escobar,-34.353948 , -58.841715
619,Santa Maria de los And,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=669&country=Santa%20Maria%20de%20los%20Andes,Prov. Mendoza,Lujan de Cuyo,-33.07102 , -68.934235
620,Las Yungas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=752&country=Las%20Yungas,Prov. Tucuman,Tucuman,-26.821945 , -65.318298
621,Santa Maria de la Agua,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=734&country=Santa%20Maria%20de%20la%20Aguada,Prov. Salta,San Lorenzo,-24.758901 , -65.43803
622,Club de Chacras Chapar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=190&country=Club%20de%20Chacras%20Chaparral,Buenos Aires - Sur,Cañuelas,-35.041985 , -58.420946
623,La Candela,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=318&country=La%20Candela,Buenos Aires - Norte,Pilar,-34.439511 , -58.890045
624,Cumelen,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=637&country=Cumelen,Prov. Neuquen,Villa la Angostura,-40.784321 , -71.616905
625,Soles del Pilar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=407&country=Soles%20del%20Pilar,Buenos Aires - Norte,Pilar,-34.438875 , -58.975221
626,Las Brisas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=145&country=Las%20Brisas,Buenos Aires - Norte,Pilar,-34.372805 , -58.878011
627,Las Fuentes II,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=32&country=Las%20Fuentes%20II,Buenos Aires - Sur,Ezeiza,-34.904498 , -58.565335
628,Altavista,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=705&country=Altavista,Prov. Cordoba,Valle de Calamuchita,-31.916666 , -64.633333
629,Santa Matilde,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1039&country=Santa%20Matilde,Buenos Aires - Oeste,Open Door,,
630,Las Liebres,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=86&country=Las%20Liebres,Buenos Aires - Norte,Pilar,-34.438213 , -58.742333
631,La Ranita,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=81&country=La%20Ranita,Buenos Aires - Norte,Pilar,-34.472261 , -59.035311
632,La Arboleda del Trebol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=200&country=La%20Arboleda%20del%20Trebol,Buenos Aires - Sur,Ezeiza,-34.885385 , -58.053906
633,Centauros,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=251&country=Centauros,Buenos Aires - Oeste,General Rodriguez,-34.550636 , -58.904538
634,Bosque Zapiola,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=805&country=Bosque%20Zapiola,Buenos Aires - Oeste,Ituzaingo,,
635,Las Acacias,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=335&country=Las%20Acacias,Buenos Aires - Norte,Bella Vista,-34.524226 , -58.692655
636,El Chamical,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=261&country=El%20Chamical,Buenos Aires - Oeste,Villa Espil,-34.608106 , -59.050046
637,El Alazan,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=446&country=El%20Alazan,Buenos Aires - Norte,Pilar,-34.418156 , -58.788828
638,Santa Irene,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1040&country=Santa%20Irene,Buenos Aires - Oeste,Open Door,,
639,Los Aromitos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=691&country=Los%20Aromitos,Prov. Cordoba,Alta Gracia,-31.617913 , -64.388285
640,Chacras de Escalada,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=423&country=Chacras%20de%20Escalada,Buenos Aires - Norte,Zarate,-34.092618 , -59.026041
641,Los Tres Coniles,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=360&country=Los%20Tres%20Coniles,Buenos Aires - Norte,Pilar,-34.467860 , -58.851991
642,Chacras de Hudson,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=189&country=Chacras%20de%20Hudson,Buenos Aires - Sur,Hudson,-35.171808 , -58.051033
643,Altos del Pilar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=50&country=Altos%20del%20Pilar,Buenos Aires - Norte,Pilar,-34.459543 , -58.952226
644,La Concepcion,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=144&country=La%20Concepcion,Buenos Aires - Oeste,Lujan,-34.538636 , -59.101438
645,Venice,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1101&country=Venice,Buenos Aires - Norte,Tigre,-34.427107 , -58.566678
646,Haras Maria Elena,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=229&country=Haras%20Maria%20Elena,Buenos Aires - Oeste,Moreno,-34.617878 , -58.809136
